Id,boroughname,confirmedcase,Date,Time
4264,Dollard-des-Ormeaux,342,2020-05-21,15:00:29
4265,Dorval,164,2020-05-21,15:00:29
4266,Hampstead,54,2020-05-21,15:00:29
4267,Kirkland,95,2020-05-21,15:00:29
4268,Lachine,483,2020-05-21,15:00:29
4269,LaSalle,1011,2020-05-21,15:00:29
4270,L'Île-Bizard–Sainte-Geneviève,177,2020-05-21,15:00:29
4271,Mercier–Hochelaga-Maisonneuve,1924,2020-05-21,15:00:29
4272,Montréal-Est,33,2020-05-21,15:00:29
4273,Montréal-Nord,2139,2020-05-21,15:00:29
4274,Montréal-Ouest,17,2020-05-21,15:00:29
4275,Mont-Royal,239,2020-05-21,15:00:29
4276,Outremont,237,2020-05-21,15:00:29
4277,Pierrefonds–Roxboro,461,2020-05-21,15:00:29
4278,Plateau-Mont-Royal,783,2020-05-21,15:00:29
4279,Pointe-Claire,182,2020-05-21,15:00:29
4280,Rivière-des-Prairies–Pointe-aux-Trembles,1811,2020-05-21,15:00:29
4281,Rosemont–La Petite Patrie,1308,2020-05-21,15:00:29
4282,Sainte-Anne-de-Bellevue,18,2020-05-21,15:00:29
4283,Saint-Laurent,875,2020-05-21,15:00:29
4284,Saint-Léonard,931,2020-05-21,15:00:29
4285,Senneville,5,2020-05-21,15:00:29
4286,Sud-Ouest,794,2020-05-21,15:00:29
4287,Verdun,851,2020-05-21,15:00:29
4288,Ville-Marie,651,2020-05-21,15:00:29
4289,Villeray–Saint-Michel–Parc-Extension,1642,2020-05-21,15:00:29
4290,Westmount,163,2020-05-21,15:00:29
4291,Ahuntsic–Cartierville,1898,2020-05-21,18:00:01
4292,Anjou,562,2020-05-21,18:00:01
4293,Baie-D'Urfé,19,2020-05-21,18:00:01
4294,Beaconsfield,54,2020-05-21,18:00:01
4295,Côte-des-Neiges–Notre-Dame-de-Grâce,1851,2020-05-21,18:00:01
4296,Côte-Saint-Luc,461,2020-05-21,18:00:01
4297,Dollard-des-Ormeaux,342,2020-05-21,18:00:01
4298,Dorval,164,2020-05-21,18:00:01
4299,Hampstead,54,2020-05-21,18:00:01
4300,Kirkland,95,2020-05-21,18:00:01
4301,Lachine,483,2020-05-21,18:00:01
4302,LaSalle,1011,2020-05-21,18:00:01
4303,L'Île-Bizard–Sainte-Geneviève,177,2020-05-21,18:00:01
4304,Mercier–Hochelaga-Maisonneuve,1924,2020-05-21,18:00:01
4305,Montréal-Est,33,2020-05-21,18:00:01
4306,Montréal-Nord,2139,2020-05-21,18:00:01
4307,Montréal-Ouest,17,2020-05-21,18:00:01
4308,Mont-Royal,239,2020-05-21,18:00:01
4309,Outremont,237,2020-05-21,18:00:01
4310,Pierrefonds–Roxboro,461,2020-05-21,18:00:01
4311,Plateau-Mont-Royal,783,2020-05-21,18:00:01
4312,Pointe-Claire,182,2020-05-21,18:00:01
4313,Rivière-des-Prairies–Pointe-aux-Trembles,1811,2020-05-21,18:00:01
4314,Rosemont–La Petite Patrie,1308,2020-05-21,18:00:01
4315,Sainte-Anne-de-Bellevue,18,2020-05-21,18:00:01
4316,Saint-Laurent,875,2020-05-21,18:00:01
4317,Saint-Léonard,931,2020-05-21,18:00:01
4318,Senneville,5,2020-05-21,18:00:01
4319,Sud-Ouest,794,2020-05-21,18:00:01
4320,Verdun,851,2020-05-21,18:00:01
4321,Ville-Marie,651,2020-05-21,18:00:01
4322,Villeray–Saint-Michel–Parc-Extension,1642,2020-05-21,18:00:01
4323,Westmount,163,2020-05-21,18:00:01
4324,Ahuntsic–Cartierville,1898,2020-05-21,21:00:12
4325,Anjou,562,2020-05-21,21:00:12
4326,Baie-D'Urfé,19,2020-05-21,21:00:12
4327,Beaconsfield,54,2020-05-21,21:00:12
4328,Côte-des-Neiges–Notre-Dame-de-Grâce,1851,2020-05-21,21:00:12
4329,Côte-Saint-Luc,461,2020-05-21,21:00:12
4330,Dollard-des-Ormeaux,342,2020-05-21,21:00:12
4331,Dorval,164,2020-05-21,21:00:12
4332,Hampstead,54,2020-05-21,21:00:12
4333,Kirkland,95,2020-05-21,21:00:12
4334,Lachine,483,2020-05-21,21:00:12
4335,LaSalle,1011,2020-05-21,21:00:12
4336,L'Île-Bizard–Sainte-Geneviève,177,2020-05-21,21:00:12
4337,Mercier–Hochelaga-Maisonneuve,1924,2020-05-21,21:00:12
4338,Montréal-Est,33,2020-05-21,21:00:12
4339,Montréal-Nord,2139,2020-05-21,21:00:12
4340,Montréal-Ouest,17,2020-05-21,21:00:12
4341,Mont-Royal,239,2020-05-21,21:00:12
4342,Outremont,237,2020-05-21,21:00:12
4343,Pierrefonds–Roxboro,461,2020-05-21,21:00:12
4344,Plateau-Mont-Royal,783,2020-05-21,21:00:12
4345,Pointe-Claire,182,2020-05-21,21:00:12
4346,Rivière-des-Prairies–Pointe-aux-Trembles,1811,2020-05-21,21:00:12
4347,Rosemont–La Petite Patrie,1308,2020-05-21,21:00:12
4348,Sainte-Anne-de-Bellevue,18,2020-05-21,21:00:12
4349,Saint-Laurent,875,2020-05-21,21:00:12
4350,Saint-Léonard,931,2020-05-21,21:00:12
4351,Senneville,5,2020-05-21,21:00:12
4352,Sud-Ouest,794,2020-05-21,21:00:12
4353,Verdun,851,2020-05-21,21:00:12
4354,Ville-Marie,651,2020-05-21,21:00:12
4355,Villeray–Saint-Michel–Parc-Extension,1642,2020-05-21,21:00:12
4356,Westmount,163,2020-05-21,21:00:12
4357,Ahuntsic–Cartierville,1898,2020-05-22,00:00:13
4358,Anjou,562,2020-05-22,00:00:13
4359,Baie-D'Urfé,19,2020-05-22,00:00:13
4360,Beaconsfield,54,2020-05-22,00:00:13
4361,Côte-des-Neiges–Notre-Dame-de-Grâce,1851,2020-05-22,00:00:13
4362,Côte-Saint-Luc,461,2020-05-22,00:00:13
4363,Dollard-des-Ormeaux,342,2020-05-22,00:00:13
4364,Dorval,164,2020-05-22,00:00:13
4365,Hampstead,54,2020-05-22,00:00:13
4366,Kirkland,95,2020-05-22,00:00:13
4367,Lachine,483,2020-05-22,00:00:13
4368,LaSalle,1011,2020-05-22,00:00:13
4369,L'Île-Bizard–Sainte-Geneviève,177,2020-05-22,00:00:13
4370,Mercier–Hochelaga-Maisonneuve,1924,2020-05-22,00:00:13
4371,Montréal-Est,33,2020-05-22,00:00:13
4372,Montréal-Nord,2139,2020-05-22,00:00:13
4373,Montréal-Ouest,17,2020-05-22,00:00:13
4374,Mont-Royal,239,2020-05-22,00:00:13
4375,Outremont,237,2020-05-22,00:00:13
4376,Pierrefonds–Roxboro,461,2020-05-22,00:00:13
4377,Plateau-Mont-Royal,783,2020-05-22,00:00:13
4378,Pointe-Claire,182,2020-05-22,00:00:13
4379,Rivière-des-Prairies–Pointe-aux-Trembles,1811,2020-05-22,00:00:13
4380,Rosemont–La Petite Patrie,1308,2020-05-22,00:00:13
4381,Sainte-Anne-de-Bellevue,18,2020-05-22,00:00:13
4382,Saint-Laurent,875,2020-05-22,00:00:13
4383,Saint-Léonard,931,2020-05-22,00:00:13
4384,Senneville,5,2020-05-22,00:00:13
4385,Sud-Ouest,794,2020-05-22,00:00:13
4386,Verdun,851,2020-05-22,00:00:13
4387,Ville-Marie,651,2020-05-22,00:00:13
4388,Villeray–Saint-Michel–Parc-Extension,1642,2020-05-22,00:00:13
4389,Westmount,163,2020-05-22,00:00:13
4390,Ahuntsic–Cartierville,1898,2020-05-22,12:00:11
4391,Anjou,562,2020-05-22,12:00:11
4392,Baie-D'Urfé,19,2020-05-22,12:00:11
4393,Beaconsfield,54,2020-05-22,12:00:11
4394,Côte-des-Neiges–Notre-Dame-de-Grâce,1851,2020-05-22,12:00:11
4395,Côte-Saint-Luc,461,2020-05-22,12:00:11
4396,Dollard-des-Ormeaux,342,2020-05-22,12:00:11
4397,Dorval,164,2020-05-22,12:00:11
4398,Hampstead,54,2020-05-22,12:00:11
4399,Kirkland,95,2020-05-22,12:00:11
4400,Lachine,483,2020-05-22,12:00:11
4401,LaSalle,1011,2020-05-22,12:00:11
4402,L'Île-Bizard–Sainte-Geneviève,177,2020-05-22,12:00:11
4403,Mercier–Hochelaga-Maisonneuve,1924,2020-05-22,12:00:11
4404,Montréal-Est,33,2020-05-22,12:00:11
4405,Montréal-Nord,2139,2020-05-22,12:00:11
4406,Montréal-Ouest,17,2020-05-22,12:00:11
4407,Mont-Royal,239,2020-05-22,12:00:11
4408,Outremont,237,2020-05-22,12:00:11
4409,Pierrefonds–Roxboro,461,2020-05-22,12:00:11
4410,Plateau-Mont-Royal,783,2020-05-22,12:00:11
4411,Pointe-Claire,182,2020-05-22,12:00:11
4412,Rivière-des-Prairies–Pointe-aux-Trembles,1811,2020-05-22,12:00:11
4413,Rosemont–La Petite Patrie,1308,2020-05-22,12:00:11
4414,Sainte-Anne-de-Bellevue,18,2020-05-22,12:00:11
4415,Saint-Laurent,875,2020-05-22,12:00:11
4416,Saint-Léonard,931,2020-05-22,12:00:11
4417,Senneville,5,2020-05-22,12:00:11
4418,Sud-Ouest,794,2020-05-22,12:00:11
4419,Verdun,851,2020-05-22,12:00:11
4420,Ville-Marie,651,2020-05-22,12:00:11
4421,Villeray–Saint-Michel–Parc-Extension,1642,2020-05-22,12:00:11
4422,Westmount,163,2020-05-22,12:00:11
4423,Ahuntsic–Cartierville,1925,2020-05-22,15:00:08
4424,Anjou,569,2020-05-22,15:00:08
4425,Baie-D'Urfé,19,2020-05-22,15:00:08
4426,Beaconsfield,54,2020-05-22,15:00:08
4427,Côte-des-Neiges–Notre-Dame-de-Grâce,1862,2020-05-22,15:00:08
4428,Côte-Saint-Luc,469,2020-05-22,15:00:08
4429,Dollard-des-Ormeaux,344,2020-05-22,15:00:08
4430,Dorval,164,2020-05-22,15:00:08
4431,Hampstead,54,2020-05-22,15:00:08
4432,Kirkland,95,2020-05-22,15:00:08
4433,Lachine,505,2020-05-22,15:00:08
4434,LaSalle,1024,2020-05-22,15:00:08
4435,L'Île-Bizard–Sainte-Geneviève,179,2020-05-22,15:00:08
4436,Mercier–Hochelaga-Maisonneuve,1945,2020-05-22,15:00:08
4437,Montréal-Est,34,2020-05-22,15:00:08
4438,Montréal-Nord,2184,2020-05-22,15:00:08
4439,Montréal-Ouest,18,2020-05-22,15:00:08
4440,Mont-Royal,242,2020-05-22,15:00:08
4441,Outremont,238,2020-05-22,15:00:08
4442,Pierrefonds–Roxboro,474,2020-05-22,15:00:08
4443,Plateau-Mont-Royal,794,2020-05-22,15:00:08
4444,Pointe-Claire,185,2020-05-22,15:00:08
4445,Rivière-des-Prairies–Pointe-aux-Trembles,1859,2020-05-22,15:00:08
4446,Rosemont–La Petite Patrie,1318,2020-05-22,15:00:08
4447,Sainte-Anne-de-Bellevue,18,2020-05-22,15:00:08
4448,Saint-Laurent,897,2020-05-22,15:00:08
4449,Saint-Léonard,945,2020-05-22,15:00:08
4450,Senneville,5,2020-05-22,15:00:08
4451,Sud-Ouest,802,2020-05-22,15:00:08
4452,Verdun,856,2020-05-22,15:00:08
4453,Ville-Marie,655,2020-05-22,15:00:08
4454,Villeray–Saint-Michel–Parc-Extension,1688,2020-05-22,15:00:08
4455,Westmount,163,2020-05-22,15:00:08
4456,Ahuntsic–Cartierville,1925,2020-05-22,18:00:04
4457,Anjou,569,2020-05-22,18:00:04
4458,Baie-D'Urfé,19,2020-05-22,18:00:04
4459,Beaconsfield,54,2020-05-22,18:00:04
4460,Côte-des-Neiges–Notre-Dame-de-Grâce,1862,2020-05-22,18:00:04
4461,Côte-Saint-Luc,469,2020-05-22,18:00:04
4462,Dollard-des-Ormeaux,344,2020-05-22,18:00:04
4463,Dorval,164,2020-05-22,18:00:04
4464,Hampstead,54,2020-05-22,18:00:04
4465,Kirkland,95,2020-05-22,18:00:04
4466,Lachine,505,2020-05-22,18:00:04
4467,LaSalle,1024,2020-05-22,18:00:04
4468,L'Île-Bizard–Sainte-Geneviève,179,2020-05-22,18:00:04
4469,Mercier–Hochelaga-Maisonneuve,1945,2020-05-22,18:00:04
4470,Montréal-Est,34,2020-05-22,18:00:04
4471,Montréal-Nord,2184,2020-05-22,18:00:04
4472,Montréal-Ouest,18,2020-05-22,18:00:04
4473,Mont-Royal,242,2020-05-22,18:00:04
4474,Outremont,238,2020-05-22,18:00:04
4475,Pierrefonds–Roxboro,474,2020-05-22,18:00:04
4476,Plateau-Mont-Royal,794,2020-05-22,18:00:04
4477,Pointe-Claire,185,2020-05-22,18:00:04
4478,Rivière-des-Prairies–Pointe-aux-Trembles,1859,2020-05-22,18:00:04
4479,Rosemont–La Petite Patrie,1318,2020-05-22,18:00:04
4480,Sainte-Anne-de-Bellevue,18,2020-05-22,18:00:04
4481,Saint-Laurent,897,2020-05-22,18:00:04
4482,Saint-Léonard,945,2020-05-22,18:00:04
4483,Senneville,5,2020-05-22,18:00:04
4484,Sud-Ouest,802,2020-05-22,18:00:04
4485,Verdun,856,2020-05-22,18:00:04
4486,Ville-Marie,655,2020-05-22,18:00:04
4487,Villeray–Saint-Michel–Parc-Extension,1688,2020-05-22,18:00:04
4488,Westmount,163,2020-05-22,18:00:04
4489,Ahuntsic–Cartierville,1925,2020-05-22,21:00:02
4490,Anjou,569,2020-05-22,21:00:02
4491,Baie-D'Urfé,19,2020-05-22,21:00:02
4492,Beaconsfield,54,2020-05-22,21:00:02
4493,Côte-des-Neiges–Notre-Dame-de-Grâce,1862,2020-05-22,21:00:02
4494,Côte-Saint-Luc,469,2020-05-22,21:00:02
4495,Dollard-des-Ormeaux,344,2020-05-22,21:00:02
4496,Dorval,164,2020-05-22,21:00:02
4497,Hampstead,54,2020-05-22,21:00:02
4498,Kirkland,95,2020-05-22,21:00:02
4499,Lachine,505,2020-05-22,21:00:02
4500,LaSalle,1024,2020-05-22,21:00:02
4501,L'Île-Bizard–Sainte-Geneviève,179,2020-05-22,21:00:02
4502,Mercier–Hochelaga-Maisonneuve,1945,2020-05-22,21:00:02
4503,Montréal-Est,34,2020-05-22,21:00:02
4504,Montréal-Nord,2184,2020-05-22,21:00:02
4505,Montréal-Ouest,18,2020-05-22,21:00:02
4506,Mont-Royal,242,2020-05-22,21:00:02
4507,Outremont,238,2020-05-22,21:00:02
4508,Pierrefonds–Roxboro,474,2020-05-22,21:00:02
4509,Plateau-Mont-Royal,794,2020-05-22,21:00:02
4510,Pointe-Claire,185,2020-05-22,21:00:02
4511,Rivière-des-Prairies–Pointe-aux-Trembles,1859,2020-05-22,21:00:02
4512,Rosemont–La Petite Patrie,1318,2020-05-22,21:00:02
4513,Sainte-Anne-de-Bellevue,18,2020-05-22,21:00:02
4514,Saint-Laurent,897,2020-05-22,21:00:02
4515,Saint-Léonard,945,2020-05-22,21:00:02
4516,Senneville,5,2020-05-22,21:00:02
4517,Sud-Ouest,802,2020-05-22,21:00:02
4518,Verdun,856,2020-05-22,21:00:02
4519,Ville-Marie,655,2020-05-22,21:00:02
4520,Villeray–Saint-Michel–Parc-Extension,1688,2020-05-22,21:00:02
4521,Westmount,163,2020-05-22,21:00:02
4522,Ahuntsic–Cartierville,1925,2020-05-23,00:00:02
4523,Anjou,569,2020-05-23,00:00:02
4524,Baie-D'Urfé,19,2020-05-23,00:00:02
4525,Beaconsfield,54,2020-05-23,00:00:02
4526,Côte-des-Neiges–Notre-Dame-de-Grâce,1862,2020-05-23,00:00:02
4527,Côte-Saint-Luc,469,2020-05-23,00:00:02
4528,Dollard-des-Ormeaux,344,2020-05-23,00:00:02
4529,Dorval,164,2020-05-23,00:00:02
4530,Hampstead,54,2020-05-23,00:00:02
4531,Kirkland,95,2020-05-23,00:00:02
4532,Lachine,505,2020-05-23,00:00:02
4533,LaSalle,1024,2020-05-23,00:00:02
4534,L'Île-Bizard–Sainte-Geneviève,179,2020-05-23,00:00:02
4535,Mercier–Hochelaga-Maisonneuve,1945,2020-05-23,00:00:02
4536,Montréal-Est,34,2020-05-23,00:00:02
4537,Montréal-Nord,2184,2020-05-23,00:00:02
4538,Montréal-Ouest,18,2020-05-23,00:00:02
4539,Mont-Royal,242,2020-05-23,00:00:02
4540,Outremont,238,2020-05-23,00:00:02
4541,Pierrefonds–Roxboro,474,2020-05-23,00:00:02
4542,Plateau-Mont-Royal,794,2020-05-23,00:00:02
4543,Pointe-Claire,185,2020-05-23,00:00:02
4544,Rivière-des-Prairies–Pointe-aux-Trembles,1859,2020-05-23,00:00:02
4545,Rosemont–La Petite Patrie,1318,2020-05-23,00:00:02
4546,Sainte-Anne-de-Bellevue,18,2020-05-23,00:00:02
4547,Saint-Laurent,897,2020-05-23,00:00:02
4548,Saint-Léonard,945,2020-05-23,00:00:02
4549,Senneville,5,2020-05-23,00:00:02
4550,Sud-Ouest,802,2020-05-23,00:00:02
4551,Verdun,856,2020-05-23,00:00:02
4552,Ville-Marie,655,2020-05-23,00:00:02
4553,Villeray–Saint-Michel–Parc-Extension,1688,2020-05-23,00:00:02
4554,Westmount,163,2020-05-23,00:00:02
4555,Ahuntsic–Cartierville,1925,2020-05-23,12:00:05
4556,Anjou,569,2020-05-23,12:00:05
4557,Baie-D'Urfé,19,2020-05-23,12:00:05
4558,Beaconsfield,54,2020-05-23,12:00:05
4559,Côte-des-Neiges–Notre-Dame-de-Grâce,1862,2020-05-23,12:00:05
4560,Côte-Saint-Luc,469,2020-05-23,12:00:05
4561,Dollard-des-Ormeaux,344,2020-05-23,12:00:05
4562,Dorval,164,2020-05-23,12:00:05
4563,Hampstead,54,2020-05-23,12:00:05
4564,Kirkland,95,2020-05-23,12:00:05
4565,Lachine,505,2020-05-23,12:00:05
4566,LaSalle,1024,2020-05-23,12:00:05
4567,L'Île-Bizard–Sainte-Geneviève,179,2020-05-23,12:00:05
4568,Mercier–Hochelaga-Maisonneuve,1945,2020-05-23,12:00:05
4569,Montréal-Est,34,2020-05-23,12:00:05
4570,Montréal-Nord,2184,2020-05-23,12:00:05
4571,Montréal-Ouest,18,2020-05-23,12:00:05
4572,Mont-Royal,242,2020-05-23,12:00:05
4573,Outremont,238,2020-05-23,12:00:05
4574,Pierrefonds–Roxboro,474,2020-05-23,12:00:05
4575,Plateau-Mont-Royal,794,2020-05-23,12:00:05
4576,Pointe-Claire,185,2020-05-23,12:00:05
4577,Rivière-des-Prairies–Pointe-aux-Trembles,1859,2020-05-23,12:00:05
4578,Rosemont–La Petite Patrie,1318,2020-05-23,12:00:05
4579,Sainte-Anne-de-Bellevue,18,2020-05-23,12:00:05
4580,Saint-Laurent,897,2020-05-23,12:00:05
4581,Saint-Léonard,945,2020-05-23,12:00:05
4582,Senneville,5,2020-05-23,12:00:05
4583,Sud-Ouest,802,2020-05-23,12:00:05
4584,Verdun,856,2020-05-23,12:00:05
4585,Ville-Marie,655,2020-05-23,12:00:05
4586,Villeray–Saint-Michel–Parc-Extension,1688,2020-05-23,12:00:05
4587,Westmount,163,2020-05-23,12:00:05
4588,Ahuntsic–Cartierville,1964,2020-05-23,15:00:41
4589,Anjou,576,2020-05-23,15:00:41
4590,Baie-D'Urfé,22,2020-05-23,15:00:41
4591,Beaconsfield,55,2020-05-23,15:00:41
4592,Côte-des-Neiges–Notre-Dame-de-Grâce,1879,2020-05-23,15:00:41
4593,Côte-Saint-Luc,473,2020-05-23,15:00:41
4594,Dollard-des-Ormeaux,363,2020-05-23,15:00:41
4595,Dorval,163,2020-05-23,15:00:41
4596,Hampstead,53,2020-05-23,15:00:41
4597,Kirkland,96,2020-05-23,15:00:41
4598,Lachine,510,2020-05-23,15:00:41
4599,LaSalle,1029,2020-05-23,15:00:41
4600,L'Île-Bizard–Sainte-Geneviève,178,2020-05-23,15:00:41
4601,Mercier–Hochelaga-Maisonneuve,1971,2020-05-23,15:00:41
4602,Montréal-Est,34,2020-05-23,15:00:41
4603,Montréal-Nord,2212,2020-05-23,15:00:41
4604,Montréal-Ouest,19,2020-05-23,15:00:41
4605,Mont-Royal,242,2020-05-23,15:00:41
4606,Outremont,241,2020-05-23,15:00:41
4607,Pierrefonds–Roxboro,474,2020-05-23,15:00:41
4608,Plateau-Mont-Royal,798,2020-05-23,15:00:41
4609,Pointe-Claire,184,2020-05-23,15:00:41
4610,Rivière-des-Prairies–Pointe-aux-Trembles,1881,2020-05-23,15:00:41
4611,Rosemont–La Petite Patrie,1340,2020-05-23,15:00:41
4612,Sainte-Anne-de-Bellevue,19,2020-05-23,15:00:41
4613,Saint-Laurent,906,2020-05-23,15:00:41
4614,Saint-Léonard,964,2020-05-23,15:00:41
4615,Senneville,5,2020-05-23,15:00:41
4616,Sud-Ouest,808,2020-05-23,15:00:41
4617,Verdun,863,2020-05-23,15:00:41
4618,Ville-Marie,662,2020-05-23,15:00:41
4619,Villeray–Saint-Michel–Parc-Extension,1717,2020-05-23,15:00:41
4620,Westmount,165,2020-05-23,15:00:41
4621,Ahuntsic–Cartierville,1964,2020-05-23,18:00:01
4622,Anjou,576,2020-05-23,18:00:01
4623,Baie-D'Urfé,22,2020-05-23,18:00:01
4624,Beaconsfield,55,2020-05-23,18:00:01
4625,Côte-des-Neiges–Notre-Dame-de-Grâce,1879,2020-05-23,18:00:01
4626,Côte-Saint-Luc,473,2020-05-23,18:00:01
4627,Dollard-des-Ormeaux,363,2020-05-23,18:00:01
4628,Dorval,163,2020-05-23,18:00:01
4629,Hampstead,53,2020-05-23,18:00:01
4630,Kirkland,96,2020-05-23,18:00:01
4631,Lachine,510,2020-05-23,18:00:01
4632,LaSalle,1029,2020-05-23,18:00:01
4633,L'Île-Bizard–Sainte-Geneviève,178,2020-05-23,18:00:01
4634,Mercier–Hochelaga-Maisonneuve,1971,2020-05-23,18:00:01
4635,Montréal-Est,34,2020-05-23,18:00:01
4636,Montréal-Nord,2212,2020-05-23,18:00:01
4637,Montréal-Ouest,19,2020-05-23,18:00:01
4638,Mont-Royal,242,2020-05-23,18:00:01
4639,Outremont,241,2020-05-23,18:00:01
4640,Pierrefonds–Roxboro,474,2020-05-23,18:00:01
4641,Plateau-Mont-Royal,798,2020-05-23,18:00:01
4642,Pointe-Claire,184,2020-05-23,18:00:01
4643,Rivière-des-Prairies–Pointe-aux-Trembles,1881,2020-05-23,18:00:01
4644,Rosemont–La Petite Patrie,1340,2020-05-23,18:00:01
4645,Sainte-Anne-de-Bellevue,19,2020-05-23,18:00:01
4646,Saint-Laurent,906,2020-05-23,18:00:01
4647,Saint-Léonard,964,2020-05-23,18:00:01
4648,Senneville,5,2020-05-23,18:00:01
4649,Sud-Ouest,808,2020-05-23,18:00:01
4650,Verdun,863,2020-05-23,18:00:01
4651,Ville-Marie,662,2020-05-23,18:00:01
4652,Villeray–Saint-Michel–Parc-Extension,1717,2020-05-23,18:00:01
4653,Westmount,165,2020-05-23,18:00:01
4654,Ahuntsic–Cartierville,1964,2020-05-23,21:00:02
4655,Anjou,576,2020-05-23,21:00:02
4656,Baie-D'Urfé,22,2020-05-23,21:00:02
4657,Beaconsfield,55,2020-05-23,21:00:02
4658,Côte-des-Neiges–Notre-Dame-de-Grâce,1879,2020-05-23,21:00:02
4659,Côte-Saint-Luc,473,2020-05-23,21:00:02
4660,Dollard-des-Ormeaux,363,2020-05-23,21:00:02
4661,Dorval,163,2020-05-23,21:00:02
4662,Hampstead,53,2020-05-23,21:00:02
4663,Kirkland,96,2020-05-23,21:00:02
4664,Lachine,510,2020-05-23,21:00:02
4665,LaSalle,1029,2020-05-23,21:00:02
4666,L'Île-Bizard–Sainte-Geneviève,178,2020-05-23,21:00:02
4667,Mercier–Hochelaga-Maisonneuve,1971,2020-05-23,21:00:02
4668,Montréal-Est,34,2020-05-23,21:00:02
4669,Montréal-Nord,2212,2020-05-23,21:00:02
4670,Montréal-Ouest,19,2020-05-23,21:00:02
4671,Mont-Royal,242,2020-05-23,21:00:02
4672,Outremont,241,2020-05-23,21:00:02
4673,Pierrefonds–Roxboro,474,2020-05-23,21:00:02
4674,Plateau-Mont-Royal,798,2020-05-23,21:00:02
4675,Pointe-Claire,184,2020-05-23,21:00:02
4676,Rivière-des-Prairies–Pointe-aux-Trembles,1881,2020-05-23,21:00:02
4677,Rosemont–La Petite Patrie,1340,2020-05-23,21:00:02
4678,Sainte-Anne-de-Bellevue,19,2020-05-23,21:00:02
4679,Saint-Laurent,906,2020-05-23,21:00:02
4680,Saint-Léonard,964,2020-05-23,21:00:02
4681,Senneville,5,2020-05-23,21:00:02
4682,Sud-Ouest,808,2020-05-23,21:00:02
4683,Verdun,863,2020-05-23,21:00:02
4684,Ville-Marie,662,2020-05-23,21:00:02
4685,Villeray–Saint-Michel–Parc-Extension,1717,2020-05-23,21:00:02
4686,Westmount,165,2020-05-23,21:00:02
4687,Ahuntsic–Cartierville,1964,2020-05-24,00:01:34
4688,Anjou,576,2020-05-24,00:01:34
4689,Baie-D'Urfé,22,2020-05-24,00:01:34
4690,Beaconsfield,55,2020-05-24,00:01:34
4691,Côte-des-Neiges–Notre-Dame-de-Grâce,1879,2020-05-24,00:01:34
4692,Côte-Saint-Luc,473,2020-05-24,00:01:34
4693,Dollard-des-Ormeaux,363,2020-05-24,00:01:34
4694,Dorval,163,2020-05-24,00:01:34
4695,Hampstead,53,2020-05-24,00:01:34
4696,Kirkland,96,2020-05-24,00:01:34
4697,Lachine,510,2020-05-24,00:01:34
4698,LaSalle,1029,2020-05-24,00:01:34
4699,L'Île-Bizard–Sainte-Geneviève,178,2020-05-24,00:01:34
4700,Mercier–Hochelaga-Maisonneuve,1971,2020-05-24,00:01:34
4701,Montréal-Est,34,2020-05-24,00:01:34
4702,Montréal-Nord,2212,2020-05-24,00:01:34
4703,Montréal-Ouest,19,2020-05-24,00:01:34
4704,Mont-Royal,242,2020-05-24,00:01:34
4705,Outremont,241,2020-05-24,00:01:34
4706,Pierrefonds–Roxboro,474,2020-05-24,00:01:34
4707,Plateau-Mont-Royal,798,2020-05-24,00:01:34
4708,Pointe-Claire,184,2020-05-24,00:01:34
4709,Rivière-des-Prairies–Pointe-aux-Trembles,1881,2020-05-24,00:01:34
4710,Rosemont–La Petite Patrie,1340,2020-05-24,00:01:34
4711,Sainte-Anne-de-Bellevue,19,2020-05-24,00:01:34
4712,Saint-Laurent,906,2020-05-24,00:01:34
4713,Saint-Léonard,964,2020-05-24,00:01:34
4714,Senneville,5,2020-05-24,00:01:34
4715,Sud-Ouest,808,2020-05-24,00:01:34
4716,Verdun,863,2020-05-24,00:01:34
4717,Ville-Marie,662,2020-05-24,00:01:34
4718,Villeray–Saint-Michel–Parc-Extension,1717,2020-05-24,00:01:34
4719,Westmount,165,2020-05-24,00:01:34
4720,Ahuntsic–Cartierville,1964,2020-05-24,03:00:17
4721,Anjou,576,2020-05-24,03:00:17
4722,Baie-D'Urfé,22,2020-05-24,03:00:17
4723,Beaconsfield,55,2020-05-24,03:00:17
4724,Côte-des-Neiges–Notre-Dame-de-Grâce,1879,2020-05-24,03:00:17
4725,Côte-Saint-Luc,473,2020-05-24,03:00:17
4726,Dollard-des-Ormeaux,363,2020-05-24,03:00:17
4727,Dorval,163,2020-05-24,03:00:17
4728,Hampstead,53,2020-05-24,03:00:17
4729,Kirkland,96,2020-05-24,03:00:17
4730,Lachine,510,2020-05-24,03:00:17
4731,LaSalle,1029,2020-05-24,03:00:17
4732,L'Île-Bizard–Sainte-Geneviève,178,2020-05-24,03:00:17
4733,Mercier–Hochelaga-Maisonneuve,1971,2020-05-24,03:00:17
4734,Montréal-Est,34,2020-05-24,03:00:17
4735,Montréal-Nord,2212,2020-05-24,03:00:17
4736,Montréal-Ouest,19,2020-05-24,03:00:17
4737,Mont-Royal,242,2020-05-24,03:00:17
4738,Outremont,241,2020-05-24,03:00:17
4739,Pierrefonds–Roxboro,474,2020-05-24,03:00:17
4740,Plateau-Mont-Royal,798,2020-05-24,03:00:17
4741,Pointe-Claire,184,2020-05-24,03:00:17
