Id,boroughname,confirmedcase,Date,Time
1,Ahuntsic–Cartierville,353,2020-04-13,22:06:00
2,Anjou,87,2020-04-13,22:06:00
3,Baie-D'Urfé,5,2020-04-13,22:06:00
4,Beaconsfield,13,2020-04-13,22:06:00
5,Côte-des-Neiges–Notre-Dame-de-Grâce,559,2020-04-13,22:06:00
6,Côte-Saint-Luc,267,2020-04-13,22:06:00
7,Dollard-des-Ormeaux,73,2020-04-13,22:06:00
8,Dorval,38,2020-04-13,22:06:00
9,Hampstead,29,2020-04-13,22:06:00
10,Kirkland,17,2020-04-13,22:06:00
11,Lachine,87,2020-04-13,22:06:00
12,LaSalle,324,2020-04-13,22:06:00
13,L'Île-Bizard–Sainte-Geneviève,25,2020-04-13,22:06:00
14,Mercier–Hochelaga-Maisonneuve,298,2020-04-13,22:06:00
15,Montréal-Est,7,2020-04-13,22:06:00
16,Montréal-Nord,326,2020-04-13,22:06:00
17,Montréal-Ouest,5,2020-04-13,22:06:00
18,Mont-Royal,47,2020-04-13,22:06:00
19,Outremont,147,2020-04-13,22:06:00
20,Pierrefonds–Roxboro,88,2020-04-13,22:06:00
21,Plateau-Mont-Royal,248,2020-04-13,22:06:00
22,Pointe-Claire,34,2020-04-13,22:06:00
23,Rivière-des-Prairies–Pointe-aux-Trembles,253,2020-04-13,22:06:00
24,Rosemont–La Petite Patrie,317,2020-04-13,22:06:00
25,Sainte-Anne-de-Bellevue,5,2020-04-13,22:06:00
26,Saint-Laurent,191,2020-04-13,22:06:00
27,Saint-Léonard,184,2020-04-13,22:06:00
28,Senneville,0,2020-04-13,22:06:00
29,Sud-Ouest,236,2020-04-13,22:06:00
30,Verdun,198,2020-04-13,22:06:00
31,Ville-Marie,205,2020-04-13,22:06:00
32,Villeray–Saint-Michel–Parc-Extension,326,2020-04-13,22:06:00
33,Westmount,60,2020-04-13,22:06:00
34,Ahuntsic–Cartierville,353,2020-04-13,22:10:03
35,Anjou,87,2020-04-13,22:10:03
36,Baie-D'Urfé,5,2020-04-13,22:10:03
37,Beaconsfield,13,2020-04-13,22:10:03
38,Côte-des-Neiges–Notre-Dame-de-Grâce,559,2020-04-13,22:10:03
39,Côte-Saint-Luc,267,2020-04-13,22:10:03
40,Dollard-des-Ormeaux,73,2020-04-13,22:10:03
41,Dorval,38,2020-04-13,22:10:03
42,Hampstead,29,2020-04-13,22:10:03
43,Kirkland,17,2020-04-13,22:10:03
44,Lachine,87,2020-04-13,22:10:03
45,LaSalle,324,2020-04-13,22:10:03
46,L'Île-Bizard–Sainte-Geneviève,25,2020-04-13,22:10:03
47,Mercier–Hochelaga-Maisonneuve,298,2020-04-13,22:10:03
48,Montréal-Est,7,2020-04-13,22:10:03
49,Montréal-Nord,326,2020-04-13,22:10:03
50,Montréal-Ouest,5,2020-04-13,22:10:03
51,Mont-Royal,47,2020-04-13,22:10:03
52,Outremont,147,2020-04-13,22:10:03
53,Pierrefonds–Roxboro,88,2020-04-13,22:10:03
54,Plateau-Mont-Royal,248,2020-04-13,22:10:03
55,Pointe-Claire,34,2020-04-13,22:10:03
56,Rivière-des-Prairies–Pointe-aux-Trembles,253,2020-04-13,22:10:03
57,Rosemont–La Petite Patrie,317,2020-04-13,22:10:03
58,Sainte-Anne-de-Bellevue,5,2020-04-13,22:10:03
59,Saint-Laurent,191,2020-04-13,22:10:03
60,Saint-Léonard,184,2020-04-13,22:10:03
61,Senneville,0,2020-04-13,22:10:03
62,Sud-Ouest,236,2020-04-13,22:10:03
63,Verdun,198,2020-04-13,22:10:03
64,Ville-Marie,205,2020-04-13,22:10:03
65,Villeray–Saint-Michel–Parc-Extension,326,2020-04-13,22:10:03
66,Westmount,60,2020-04-13,22:10:03
67,Ahuntsic–Cartierville,353,2020-04-14,00:00:59
68,Anjou,87,2020-04-14,00:00:59
69,Baie-D'Urfé,5,2020-04-14,00:00:59
70,Beaconsfield,13,2020-04-14,00:00:59
71,Côte-des-Neiges–Notre-Dame-de-Grâce,559,2020-04-14,00:00:59
72,Côte-Saint-Luc,267,2020-04-14,00:00:59
73,Dollard-des-Ormeaux,73,2020-04-14,00:00:59
74,Dorval,38,2020-04-14,00:00:59
75,Hampstead,29,2020-04-14,00:00:59
76,Kirkland,17,2020-04-14,00:00:59
77,Lachine,87,2020-04-14,00:00:59
78,LaSalle,324,2020-04-14,00:00:59
79,L'Île-Bizard–Sainte-Geneviève,25,2020-04-14,00:00:59
80,Mercier–Hochelaga-Maisonneuve,298,2020-04-14,00:00:59
81,Montréal-Est,7,2020-04-14,00:00:59
82,Montréal-Nord,326,2020-04-14,00:00:59
83,Montréal-Ouest,5,2020-04-14,00:00:59
84,Mont-Royal,47,2020-04-14,00:00:59
85,Outremont,147,2020-04-14,00:00:59
86,Pierrefonds–Roxboro,88,2020-04-14,00:00:59
87,Plateau-Mont-Royal,248,2020-04-14,00:00:59
88,Pointe-Claire,34,2020-04-14,00:00:59
89,Rivière-des-Prairies–Pointe-aux-Trembles,253,2020-04-14,00:00:59
90,Rosemont–La Petite Patrie,317,2020-04-14,00:00:59
91,Sainte-Anne-de-Bellevue,5,2020-04-14,00:00:59
92,Saint-Laurent,191,2020-04-14,00:00:59
93,Saint-Léonard,184,2020-04-14,00:00:59
94,Senneville,0,2020-04-14,00:00:59
95,Sud-Ouest,236,2020-04-14,00:00:59
96,Verdun,198,2020-04-14,00:00:59
97,Ville-Marie,205,2020-04-14,00:00:59
98,Villeray–Saint-Michel–Parc-Extension,326,2020-04-14,00:00:59
99,Westmount,60,2020-04-14,00:00:59
100,Ahuntsic–Cartierville,353,2020-04-14,03:00:18
101,Anjou,87,2020-04-14,03:00:18
102,Baie-D'Urfé,5,2020-04-14,03:00:18
103,Beaconsfield,13,2020-04-14,03:00:18
104,Côte-des-Neiges–Notre-Dame-de-Grâce,559,2020-04-14,03:00:18
105,Côte-Saint-Luc,267,2020-04-14,03:00:18
106,Dollard-des-Ormeaux,73,2020-04-14,03:00:18
107,Dorval,38,2020-04-14,03:00:18
108,Hampstead,29,2020-04-14,03:00:18
109,Kirkland,17,2020-04-14,03:00:18
110,Lachine,87,2020-04-14,03:00:18
111,LaSalle,324,2020-04-14,03:00:18
112,L'Île-Bizard–Sainte-Geneviève,25,2020-04-14,03:00:18
113,Mercier–Hochelaga-Maisonneuve,298,2020-04-14,03:00:18
114,Montréal-Est,7,2020-04-14,03:00:18
115,Montréal-Nord,326,2020-04-14,03:00:18
116,Montréal-Ouest,5,2020-04-14,03:00:18
117,Mont-Royal,47,2020-04-14,03:00:18
118,Outremont,147,2020-04-14,03:00:18
119,Pierrefonds–Roxboro,88,2020-04-14,03:00:18
120,Plateau-Mont-Royal,248,2020-04-14,03:00:18
121,Pointe-Claire,34,2020-04-14,03:00:18
122,Rivière-des-Prairies–Pointe-aux-Trembles,253,2020-04-14,03:00:18
123,Rosemont–La Petite Patrie,317,2020-04-14,03:00:18
124,Sainte-Anne-de-Bellevue,5,2020-04-14,03:00:18
125,Saint-Laurent,191,2020-04-14,03:00:18
126,Saint-Léonard,184,2020-04-14,03:00:18
127,Senneville,0,2020-04-14,03:00:18
128,Sud-Ouest,236,2020-04-14,03:00:18
129,Verdun,198,2020-04-14,03:00:18
130,Ville-Marie,205,2020-04-14,03:00:18
131,Villeray–Saint-Michel–Parc-Extension,326,2020-04-14,03:00:18
132,Westmount,60,2020-04-14,03:00:18
133,Ahuntsic–Cartierville,353,2020-04-14,06:00:09
134,Anjou,87,2020-04-14,06:00:09
135,Baie-D'Urfé,5,2020-04-14,06:00:09
136,Beaconsfield,13,2020-04-14,06:00:09
137,Côte-des-Neiges–Notre-Dame-de-Grâce,559,2020-04-14,06:00:09
138,Côte-Saint-Luc,267,2020-04-14,06:00:09
139,Dollard-des-Ormeaux,73,2020-04-14,06:00:09
140,Dorval,38,2020-04-14,06:00:09
141,Hampstead,29,2020-04-14,06:00:09
142,Kirkland,17,2020-04-14,06:00:09
143,Lachine,87,2020-04-14,06:00:09
144,LaSalle,324,2020-04-14,06:00:09
145,L'Île-Bizard–Sainte-Geneviève,25,2020-04-14,06:00:09
146,Mercier–Hochelaga-Maisonneuve,298,2020-04-14,06:00:09
147,Montréal-Est,7,2020-04-14,06:00:09
148,Montréal-Nord,326,2020-04-14,06:00:09
149,Montréal-Ouest,5,2020-04-14,06:00:09
150,Mont-Royal,47,2020-04-14,06:00:09
151,Outremont,147,2020-04-14,06:00:09
152,Pierrefonds–Roxboro,88,2020-04-14,06:00:09
153,Plateau-Mont-Royal,248,2020-04-14,06:00:09
154,Pointe-Claire,34,2020-04-14,06:00:09
155,Rivière-des-Prairies–Pointe-aux-Trembles,253,2020-04-14,06:00:09
156,Rosemont–La Petite Patrie,317,2020-04-14,06:00:09
157,Sainte-Anne-de-Bellevue,5,2020-04-14,06:00:09
158,Saint-Laurent,191,2020-04-14,06:00:09
159,Saint-Léonard,184,2020-04-14,06:00:09
160,Senneville,0,2020-04-14,06:00:09
161,Sud-Ouest,236,2020-04-14,06:00:09
162,Verdun,198,2020-04-14,06:00:09
163,Ville-Marie,205,2020-04-14,06:00:09
164,Villeray–Saint-Michel–Parc-Extension,326,2020-04-14,06:00:09
165,Westmount,60,2020-04-14,06:00:09
166,Ahuntsic–Cartierville,353,2020-04-14,09:00:00
167,Anjou,87,2020-04-14,09:00:00
168,Baie-D'Urfé,5,2020-04-14,09:00:00
169,Beaconsfield,13,2020-04-14,09:00:00
170,Côte-des-Neiges–Notre-Dame-de-Grâce,559,2020-04-14,09:00:00
171,Côte-Saint-Luc,267,2020-04-14,09:00:00
172,Dollard-des-Ormeaux,73,2020-04-14,09:00:00
173,Dorval,38,2020-04-14,09:00:00
174,Hampstead,29,2020-04-14,09:00:00
175,Kirkland,17,2020-04-14,09:00:00
176,Lachine,87,2020-04-14,09:00:00
177,LaSalle,324,2020-04-14,09:00:00
178,L'Île-Bizard–Sainte-Geneviève,25,2020-04-14,09:00:00
179,Mercier–Hochelaga-Maisonneuve,298,2020-04-14,09:00:00
180,Montréal-Est,7,2020-04-14,09:00:00
181,Montréal-Nord,326,2020-04-14,09:00:00
182,Montréal-Ouest,5,2020-04-14,09:00:00
183,Mont-Royal,47,2020-04-14,09:00:00
184,Outremont,147,2020-04-14,09:00:00
185,Pierrefonds–Roxboro,88,2020-04-14,09:00:00
186,Plateau-Mont-Royal,248,2020-04-14,09:00:00
187,Pointe-Claire,34,2020-04-14,09:00:00
188,Rivière-des-Prairies–Pointe-aux-Trembles,253,2020-04-14,09:00:00
189,Rosemont–La Petite Patrie,317,2020-04-14,09:00:00
190,Sainte-Anne-de-Bellevue,5,2020-04-14,09:00:00
191,Saint-Laurent,191,2020-04-14,09:00:00
192,Saint-Léonard,184,2020-04-14,09:00:00
193,Senneville,0,2020-04-14,09:00:00
194,Sud-Ouest,236,2020-04-14,09:00:00
195,Verdun,198,2020-04-14,09:00:00
196,Ville-Marie,205,2020-04-14,09:00:00
197,Villeray–Saint-Michel–Parc-Extension,326,2020-04-14,09:00:00
198,Westmount,60,2020-04-14,09:00:00
199,Ahuntsic–Cartierville,353,2020-04-14,12:00:01
200,Anjou,87,2020-04-14,12:00:01
201,Baie-D'Urfé,5,2020-04-14,12:00:01
202,Beaconsfield,13,2020-04-14,12:00:01
203,Côte-des-Neiges–Notre-Dame-de-Grâce,559,2020-04-14,12:00:01
204,Côte-Saint-Luc,267,2020-04-14,12:00:01
205,Dollard-des-Ormeaux,73,2020-04-14,12:00:01
206,Dorval,38,2020-04-14,12:00:01
207,Hampstead,29,2020-04-14,12:00:01
208,Kirkland,17,2020-04-14,12:00:01
209,Lachine,87,2020-04-14,12:00:01
210,LaSalle,324,2020-04-14,12:00:01
211,L'Île-Bizard–Sainte-Geneviève,25,2020-04-14,12:00:01
212,Mercier–Hochelaga-Maisonneuve,298,2020-04-14,12:00:01
213,Montréal-Est,7,2020-04-14,12:00:01
214,Montréal-Nord,326,2020-04-14,12:00:01
215,Montréal-Ouest,5,2020-04-14,12:00:01
216,Mont-Royal,47,2020-04-14,12:00:01
217,Outremont,147,2020-04-14,12:00:01
218,Pierrefonds–Roxboro,88,2020-04-14,12:00:01
219,Plateau-Mont-Royal,248,2020-04-14,12:00:01
220,Pointe-Claire,34,2020-04-14,12:00:01
221,Rivière-des-Prairies–Pointe-aux-Trembles,253,2020-04-14,12:00:01
222,Rosemont–La Petite Patrie,317,2020-04-14,12:00:01
223,Sainte-Anne-de-Bellevue,5,2020-04-14,12:00:01
224,Saint-Laurent,191,2020-04-14,12:00:01
225,Saint-Léonard,184,2020-04-14,12:00:01
226,Senneville,0,2020-04-14,12:00:01
227,Sud-Ouest,236,2020-04-14,12:00:01
228,Verdun,198,2020-04-14,12:00:01
229,Ville-Marie,205,2020-04-14,12:00:01
230,Villeray–Saint-Michel–Parc-Extension,326,2020-04-14,12:00:01
231,Westmount,60,2020-04-14,12:00:01
232,Ahuntsic–Cartierville,392,2020-04-14,18:00:10
233,Anjou,92,2020-04-14,18:00:10
234,Baie-D'Urfé,5,2020-04-14,18:00:10
235,Beaconsfield,13,2020-04-14,18:00:10
236,Côte-des-Neiges–Notre-Dame-de-Grâce,640,2020-04-14,18:00:10
237,Côte-Saint-Luc,270,2020-04-14,18:00:10
238,Dollard-des-Ormeaux,75,2020-04-14,18:00:10
239,Dorval,41,2020-04-14,18:00:10
240,Hampstead,29,2020-04-14,18:00:10
241,Kirkland,18,2020-04-14,18:00:10
242,Lachine,89,2020-04-14,18:00:10
243,LaSalle,339,2020-04-14,18:00:10
244,L'Île-Bizard–Sainte-Geneviève,27,2020-04-14,18:00:10
245,Mercier–Hochelaga-Maisonneuve,330,2020-04-14,18:00:10
246,Montréal-Est,7,2020-04-14,18:00:10
247,Montréal-Nord,357,2020-04-14,18:00:10
248,Montréal-Ouest,5,2020-04-14,18:00:10
249,Mont-Royal,49,2020-04-14,18:00:10
250,Outremont,148,2020-04-14,18:00:10
251,Pierrefonds–Roxboro,90,2020-04-14,18:00:10
252,Plateau-Mont-Royal,259,2020-04-14,18:00:10
253,Pointe-Claire,37,2020-04-14,18:00:10
254,Rivière-des-Prairies–Pointe-aux-Trembles,285,2020-04-14,18:00:10
255,Rosemont–La Petite Patrie,336,2020-04-14,18:00:10
256,Sainte-Anne-de-Bellevue,5,2020-04-14,18:00:10
257,Saint-Laurent,200,2020-04-14,18:00:10
258,Saint-Léonard,210,2020-04-14,18:00:10
259,Senneville,0,2020-04-14,18:00:10
260,Sud-Ouest,268,2020-04-14,18:00:10
261,Verdun,240,2020-04-14,18:00:10
262,Ville-Marie,215,2020-04-14,18:00:10
263,Villeray–Saint-Michel–Parc-Extension,367,2020-04-14,18:00:10
264,Westmount,62,2020-04-14,18:00:10
265,Ahuntsic–Cartierville,392,2020-04-14,21:00:03
266,Anjou,92,2020-04-14,21:00:03
267,Baie-D'Urfé,5,2020-04-14,21:00:03
268,Beaconsfield,13,2020-04-14,21:00:03
269,Côte-des-Neiges–Notre-Dame-de-Grâce,640,2020-04-14,21:00:03
270,Côte-Saint-Luc,270,2020-04-14,21:00:03
271,Dollard-des-Ormeaux,75,2020-04-14,21:00:03
272,Dorval,41,2020-04-14,21:00:03
273,Hampstead,29,2020-04-14,21:00:03
274,Kirkland,18,2020-04-14,21:00:03
275,Lachine,89,2020-04-14,21:00:03
276,LaSalle,339,2020-04-14,21:00:03
277,L'Île-Bizard–Sainte-Geneviève,27,2020-04-14,21:00:03
278,Mercier–Hochelaga-Maisonneuve,330,2020-04-14,21:00:03
279,Montréal-Est,7,2020-04-14,21:00:03
280,Montréal-Nord,357,2020-04-14,21:00:03
281,Montréal-Ouest,5,2020-04-14,21:00:03
282,Mont-Royal,49,2020-04-14,21:00:03
283,Outremont,148,2020-04-14,21:00:03
284,Pierrefonds–Roxboro,90,2020-04-14,21:00:03
285,Plateau-Mont-Royal,259,2020-04-14,21:00:03
286,Pointe-Claire,37,2020-04-14,21:00:03
287,Rivière-des-Prairies–Pointe-aux-Trembles,285,2020-04-14,21:00:03
288,Rosemont–La Petite Patrie,336,2020-04-14,21:00:03
289,Sainte-Anne-de-Bellevue,5,2020-04-14,21:00:03
290,Saint-Laurent,200,2020-04-14,21:00:03
291,Saint-Léonard,210,2020-04-14,21:00:03
292,Senneville,0,2020-04-14,21:00:03
293,Sud-Ouest,268,2020-04-14,21:00:03
294,Verdun,240,2020-04-14,21:00:03
295,Ville-Marie,215,2020-04-14,21:00:03
296,Villeray–Saint-Michel–Parc-Extension,367,2020-04-14,21:00:03
297,Westmount,62,2020-04-14,21:00:03
298,Ahuntsic–Cartierville,392,2020-04-15,00:00:28
299,Anjou,92,2020-04-15,00:00:28
300,Baie-D'Urfé,5,2020-04-15,00:00:28
301,Beaconsfield,13,2020-04-15,00:00:28
302,Côte-des-Neiges–Notre-Dame-de-Grâce,640,2020-04-15,00:00:28
303,Côte-Saint-Luc,270,2020-04-15,00:00:28
304,Dollard-des-Ormeaux,75,2020-04-15,00:00:28
305,Dorval,41,2020-04-15,00:00:28
306,Hampstead,29,2020-04-15,00:00:28
307,Kirkland,18,2020-04-15,00:00:28
308,Lachine,89,2020-04-15,00:00:28
309,LaSalle,339,2020-04-15,00:00:28
310,L'Île-Bizard–Sainte-Geneviève,27,2020-04-15,00:00:28
311,Mercier–Hochelaga-Maisonneuve,330,2020-04-15,00:00:28
312,Montréal-Est,7,2020-04-15,00:00:28
313,Montréal-Nord,357,2020-04-15,00:00:28
314,Montréal-Ouest,5,2020-04-15,00:00:28
315,Mont-Royal,49,2020-04-15,00:00:28
316,Outremont,148,2020-04-15,00:00:28
317,Pierrefonds–Roxboro,90,2020-04-15,00:00:28
318,Plateau-Mont-Royal,259,2020-04-15,00:00:28
319,Pointe-Claire,37,2020-04-15,00:00:28
320,Rivière-des-Prairies–Pointe-aux-Trembles,285,2020-04-15,00:00:28
321,Rosemont–La Petite Patrie,336,2020-04-15,00:00:28
322,Sainte-Anne-de-Bellevue,5,2020-04-15,00:00:28
323,Saint-Laurent,200,2020-04-15,00:00:28
324,Saint-Léonard,210,2020-04-15,00:00:28
325,Senneville,0,2020-04-15,00:00:28
326,Sud-Ouest,268,2020-04-15,00:00:28
327,Verdun,240,2020-04-15,00:00:28
328,Ville-Marie,215,2020-04-15,00:00:28
329,Villeray–Saint-Michel–Parc-Extension,367,2020-04-15,00:00:28
330,Westmount,62,2020-04-15,00:00:28
331,Ahuntsic–Cartierville,392,2020-04-15,03:00:20
332,Anjou,92,2020-04-15,03:00:20
333,Baie-D'Urfé,5,2020-04-15,03:00:20
334,Beaconsfield,13,2020-04-15,03:00:20
335,Côte-des-Neiges–Notre-Dame-de-Grâce,640,2020-04-15,03:00:20
336,Côte-Saint-Luc,270,2020-04-15,03:00:20
337,Dollard-des-Ormeaux,75,2020-04-15,03:00:20
338,Dorval,41,2020-04-15,03:00:20
339,Hampstead,29,2020-04-15,03:00:20
340,Kirkland,18,2020-04-15,03:00:20
341,Lachine,89,2020-04-15,03:00:20
342,LaSalle,339,2020-04-15,03:00:20
343,L'Île-Bizard–Sainte-Geneviève,27,2020-04-15,03:00:20
344,Mercier–Hochelaga-Maisonneuve,330,2020-04-15,03:00:20
345,Montréal-Est,7,2020-04-15,03:00:20
346,Montréal-Nord,357,2020-04-15,03:00:20
347,Montréal-Ouest,5,2020-04-15,03:00:20
348,Mont-Royal,49,2020-04-15,03:00:20
349,Outremont,148,2020-04-15,03:00:20
350,Pierrefonds–Roxboro,90,2020-04-15,03:00:20
351,Plateau-Mont-Royal,259,2020-04-15,03:00:20
352,Pointe-Claire,37,2020-04-15,03:00:20
353,Rivière-des-Prairies–Pointe-aux-Trembles,285,2020-04-15,03:00:20
354,Rosemont–La Petite Patrie,336,2020-04-15,03:00:20
355,Sainte-Anne-de-Bellevue,5,2020-04-15,03:00:20
356,Saint-Laurent,200,2020-04-15,03:00:20
357,Saint-Léonard,210,2020-04-15,03:00:20
358,Senneville,0,2020-04-15,03:00:20
359,Sud-Ouest,268,2020-04-15,03:00:20
360,Verdun,240,2020-04-15,03:00:20
361,Ville-Marie,215,2020-04-15,03:00:20
362,Villeray–Saint-Michel–Parc-Extension,367,2020-04-15,03:00:20
363,Westmount,62,2020-04-15,03:00:20
364,Ahuntsic–Cartierville,392,2020-04-15,06:00:16
365,Anjou,92,2020-04-15,06:00:16
366,Baie-D'Urfé,5,2020-04-15,06:00:16
367,Beaconsfield,13,2020-04-15,06:00:16
368,Côte-des-Neiges–Notre-Dame-de-Grâce,640,2020-04-15,06:00:16
369,Côte-Saint-Luc,270,2020-04-15,06:00:16
370,Dollard-des-Ormeaux,75,2020-04-15,06:00:16
371,Dorval,41,2020-04-15,06:00:16
372,Hampstead,29,2020-04-15,06:00:16
373,Kirkland,18,2020-04-15,06:00:16
374,Lachine,89,2020-04-15,06:00:16
375,LaSalle,339,2020-04-15,06:00:16
376,L'Île-Bizard–Sainte-Geneviève,27,2020-04-15,06:00:16
377,Mercier–Hochelaga-Maisonneuve,330,2020-04-15,06:00:16
378,Montréal-Est,7,2020-04-15,06:00:16
379,Montréal-Nord,357,2020-04-15,06:00:16
380,Montréal-Ouest,5,2020-04-15,06:00:16
381,Mont-Royal,49,2020-04-15,06:00:16
382,Outremont,148,2020-04-15,06:00:16
383,Pierrefonds–Roxboro,90,2020-04-15,06:00:16
384,Plateau-Mont-Royal,259,2020-04-15,06:00:16
385,Pointe-Claire,37,2020-04-15,06:00:16
386,Rivière-des-Prairies–Pointe-aux-Trembles,285,2020-04-15,06:00:16
387,Rosemont–La Petite Patrie,336,2020-04-15,06:00:16
388,Sainte-Anne-de-Bellevue,5,2020-04-15,06:00:16
389,Saint-Laurent,200,2020-04-15,06:00:16
390,Saint-Léonard,210,2020-04-15,06:00:16
391,Senneville,0,2020-04-15,06:00:16
392,Sud-Ouest,268,2020-04-15,06:00:16
393,Verdun,240,2020-04-15,06:00:16
394,Ville-Marie,215,2020-04-15,06:00:16
395,Villeray–Saint-Michel–Parc-Extension,367,2020-04-15,06:00:16
396,Westmount,62,2020-04-15,06:00:16
397,Ahuntsic–Cartierville,392,2020-04-15,09:00:12
398,Anjou,92,2020-04-15,09:00:12
399,Baie-D'Urfé,5,2020-04-15,09:00:12
400,Beaconsfield,13,2020-04-15,09:00:12
401,Côte-des-Neiges–Notre-Dame-de-Grâce,640,2020-04-15,09:00:12
402,Côte-Saint-Luc,270,2020-04-15,09:00:12
403,Dollard-des-Ormeaux,75,2020-04-15,09:00:12
404,Dorval,41,2020-04-15,09:00:12
405,Hampstead,29,2020-04-15,09:00:12
406,Kirkland,18,2020-04-15,09:00:12
407,Lachine,89,2020-04-15,09:00:12
408,LaSalle,339,2020-04-15,09:00:12
409,L'Île-Bizard–Sainte-Geneviève,27,2020-04-15,09:00:12
410,Mercier–Hochelaga-Maisonneuve,330,2020-04-15,09:00:12
411,Montréal-Est,7,2020-04-15,09:00:12
412,Montréal-Nord,357,2020-04-15,09:00:12
413,Montréal-Ouest,5,2020-04-15,09:00:12
414,Mont-Royal,49,2020-04-15,09:00:12
415,Outremont,148,2020-04-15,09:00:12
416,Pierrefonds–Roxboro,90,2020-04-15,09:00:12
417,Plateau-Mont-Royal,259,2020-04-15,09:00:12
418,Pointe-Claire,37,2020-04-15,09:00:12
419,Rivière-des-Prairies–Pointe-aux-Trembles,285,2020-04-15,09:00:12
420,Rosemont–La Petite Patrie,336,2020-04-15,09:00:12
421,Sainte-Anne-de-Bellevue,5,2020-04-15,09:00:12
422,Saint-Laurent,200,2020-04-15,09:00:12
423,Saint-Léonard,210,2020-04-15,09:00:12
424,Senneville,0,2020-04-15,09:00:12
425,Sud-Ouest,268,2020-04-15,09:00:12
426,Verdun,240,2020-04-15,09:00:12
427,Ville-Marie,215,2020-04-15,09:00:12
428,Villeray–Saint-Michel–Parc-Extension,367,2020-04-15,09:00:12
429,Westmount,62,2020-04-15,09:00:12
430,Ahuntsic–Cartierville,417,2020-04-15,21:00:10
431,Anjou,97,2020-04-15,21:00:10
432,Baie-D'Urfé,5,2020-04-15,21:00:10
433,Beaconsfield,13,2020-04-15,21:00:10
434,Côte-des-Neiges–Notre-Dame-de-Grâce,671,2020-04-15,21:00:10
435,Côte-Saint-Luc,279,2020-04-15,21:00:10
436,Dollard-des-Ormeaux,76,2020-04-15,21:00:10
437,Dorval,41,2020-04-15,21:00:10
438,Hampstead,29,2020-04-15,21:00:10
439,Kirkland,18,2020-04-15,21:00:10
440,Lachine,93,2020-04-15,21:00:10
441,LaSalle,349,2020-04-15,21:00:10
442,L'Île-Bizard–Sainte-Geneviève,28,2020-04-15,21:00:10
443,Mercier–Hochelaga-Maisonneuve,359,2020-04-15,21:00:10
444,Montréal-Est,7,2020-04-15,21:00:10
445,Montréal-Nord,404,2020-04-15,21:00:10
446,Montréal-Ouest,5,2020-04-15,21:00:10
447,Mont-Royal,51,2020-04-15,21:00:10
448,Outremont,153,2020-04-15,21:00:10
449,Pierrefonds–Roxboro,93,2020-04-15,21:00:10
450,Plateau-Mont-Royal,275,2020-04-15,21:00:10
451,Pointe-Claire,37,2020-04-15,21:00:10
452,Rivière-des-Prairies–Pointe-aux-Trembles,313,2020-04-15,21:00:10
453,Rosemont–La Petite Patrie,340,2020-04-15,21:00:10
454,Sainte-Anne-de-Bellevue,5,2020-04-15,21:00:10
455,Saint-Laurent,213,2020-04-15,21:00:10
456,Saint-Léonard,224,2020-04-15,21:00:10
457,Senneville,5,2020-04-15,21:00:10
458,Sud-Ouest,286,2020-04-15,21:00:10
459,Verdun,276,2020-04-15,21:00:10
460,Ville-Marie,225,2020-04-15,21:00:10
461,Villeray–Saint-Michel–Parc-Extension,390,2020-04-15,21:00:10
462,Westmount,63,2020-04-15,21:00:10
463,Ahuntsic–Cartierville,417,2020-04-16,03:00:09
464,Anjou,97,2020-04-16,03:00:09
465,Baie-D'Urfé,5,2020-04-16,03:00:09
466,Beaconsfield,13,2020-04-16,03:00:09
467,Côte-des-Neiges–Notre-Dame-de-Grâce,671,2020-04-16,03:00:09
468,Côte-Saint-Luc,279,2020-04-16,03:00:09
469,Dollard-des-Ormeaux,76,2020-04-16,03:00:09
470,Dorval,41,2020-04-16,03:00:09
471,Hampstead,29,2020-04-16,03:00:09
472,Kirkland,18,2020-04-16,03:00:09
473,Lachine,93,2020-04-16,03:00:09
474,LaSalle,349,2020-04-16,03:00:09
475,L'Île-Bizard–Sainte-Geneviève,28,2020-04-16,03:00:09
476,Mercier–Hochelaga-Maisonneuve,359,2020-04-16,03:00:09
477,Montréal-Est,7,2020-04-16,03:00:09
478,Montréal-Nord,404,2020-04-16,03:00:09
479,Montréal-Ouest,5,2020-04-16,03:00:09
480,Mont-Royal,51,2020-04-16,03:00:09
481,Outremont,153,2020-04-16,03:00:09
482,Pierrefonds–Roxboro,93,2020-04-16,03:00:09
483,Plateau-Mont-Royal,275,2020-04-16,03:00:09
484,Pointe-Claire,37,2020-04-16,03:00:09
485,Rivière-des-Prairies–Pointe-aux-Trembles,313,2020-04-16,03:00:09
486,Rosemont–La Petite Patrie,340,2020-04-16,03:00:09
487,Sainte-Anne-de-Bellevue,5,2020-04-16,03:00:09
488,Saint-Laurent,213,2020-04-16,03:00:09
489,Saint-Léonard,224,2020-04-16,03:00:09
490,Senneville,5,2020-04-16,03:00:09
491,Sud-Ouest,286,2020-04-16,03:00:09
492,Verdun,276,2020-04-16,03:00:09
493,Ville-Marie,225,2020-04-16,03:00:09
494,Villeray–Saint-Michel–Parc-Extension,390,2020-04-16,03:00:09
495,Westmount,63,2020-04-16,03:00:09
496,Ahuntsic–Cartierville,481,2020-04-16,17:40:02
497,Anjou,113,2020-04-16,17:40:02
498,Baie-D'Urfé,5,2020-04-16,17:40:02
499,Beaconsfield,13,2020-04-16,17:40:02
